question_id,chapter,difficulty,concept,content
13133bec-c5e0-4727-8340-8fec407d2ff6,chuong-2,0.59,so-thuc,Đối với dạng kép chuẩn IEEE 754/85 dành số bit cho các trường S + E + M lần lượt là:
6a5627dc-6309-4b45-8f2c-c76afb314dbd,chuong-2,0.55,so-thuc,Đối với dạng đơn chuẩn IEEE 754/85 dành số bit cho các trường S + E + M lần lượt là:
cbe3d8ee-8b18-4860-b940-2731d090e7ed,chuong-2,0.60,so-thuc,Cho biểu diễn dưới dạng IEEE 754/85 như sau: C2 82 80 00 H. Giá trị thập phân của nói là?
becbbc5e-b091-404b-bd34-d69e93ef8171,chuong-2,0.29,bieu-dien-ki-tu,Với bộ mã ASCII phát biểu nào sau đây sai?
28338849-7be3-41d5-bcaa-3998f87bab50,chuong-2,0.79,bieu-dien-ki-tu,"Với bộ mã Unicode để mã hóa kí tự, phát biểu nào sau đây sai?"
5a5e83a7-e2e9-462d-9235-560d01a13199,chuong-3,0.48,excel,"Trong Microsoft Excel (2013, 2016, 2019), để thiết lập độ cao dòng cho các ô đang chọn ta thực hiện bằng cách nào?"
1b26e8c6-ca1f-4f1f-abec-1fb6a4fc53a1,chuong-2,0.81,so-thuc,Biểu diễn số thực X=9.6875 dưới dạng dấu chấm động theo chuẩn IEEE 754 với 32 bit thì phần mã lệch (e) có giá trị là bao nhiêu?
59af3a6e-0062-45f0-b6de-012afa824940,chuong-3,0.31,excel,"Trong công thức Excel, thay vì dùng địa chỉ ô, bạn có thể sử dụng tên của vùng ô. Để định nghĩa tên cho một vùng ô sau khi đã chọn, bạn thực hiện thao tác nào?"
cf90c087-ce15-4c92-9950-1dcebfe7206c,chuong-2,0.57,so-thuc,"Cho số thực 33/128, giá trị của nó ở hệ nhị phân là?"
b25525f4-5928-4720-9b5f-d06c546dd7a8,chuong-2,0.68,so-thuc,Cho số thực 51/32. Giá trị của nó ở hệ nhị phân là?
46c764a1-6361-4ec7-ad65-f0c756cad56c,chuong-2,0.54,he-thong-vao-ra,Khẳng định nào sau đây là đúng khi nói về màn hình cảm ứng
4ed7aa93-05ea-48f8-8937-84c9b4b485c7,chuong-2,0.32,bo-nho,Tệp văn bản định dạng lưu trữ ở Bộ nhớ nào?
47412424-dcd4-4132-94a9-1077b23ddb28,chuong-2,0.41,bieu-dien-ki-tu,Việt Nam ban hành sử dụng UTF-8 từ năm nào?
83ce6486-e1d4-4156-b2d9-ecfbf981e30e,chuong-2,0.60,bieu-dien-ki-tu,Tại sao cần có bộ mã Unicode?
4421f222-bcd8-4190-8c9b-ad5491df9861,chuong-2,0.71,lien-ket-he-thong,Bus địa chỉ không vận chuyển thông tin nào sau đây?
801232f9-5b9c-4ca2-b459-95df69330276,chuong-2,0.32,nguyen-tac-chung-bieu-dien-du-lieu,Tìm phát biểu chính xác nhất khi nói về biểu diễn thông tin
fbf73a33-1c07-49d8-af11-30851cf71506,chuong-2,0.62,lien-ket-he-thong,"Một máy tính có độ rộng Bus địa chỉ (Address Bus) là 32 bit, độ rộng của Bus dữ liệu là 24 bit. Hỏi bộ xử lí trong một lần truy cập bộ nhớ có thể trao đổi tối đa bao nhiêu byte?"
632e4278-a087-4d64-823f-93d4cf60a036,chuong-2,0.65,lien-ket-he-thong,Trong máy tính bộ phận nào đảm nhận việc vận chuyển thông tin giữa các thành phần bên trong máy tính?
915a4ac0-8556-4253-8b10-13a137faddf7,chuong-2,0.71,lien-ket-he-thong,"Một máy tính sử dụng bộ vi xử lí có độ rộng của đường Bus địa chỉ (Address Bus) là 32 bit. Hỏi với máy tính này, dung lượng tối đa của bộ nhớ chính là
bao nhiêu biết mỗi ô nhớ có kích thước 1Byte"
07a0a34e-209e-423b-9f58-02535300f3d5,chuong-2,0.75,he-thong-vao-ra,Trong các thiết bị sau thiết bị nào là thiết bị ra?
99225dee-99f8-4b63-9809-880202059666,chuong-2,0.80,he-thong-vao-ra,Ổ đĩa cứng được xếp loại là:
6bf14952-943f-4c29-8b78-d5f7796b69ca,chuong-2,0.44,he-thong-vao-ra,Phát biểu nào sau đây sai về hệ thống vào ra?
d9fa5ddd-c7be-42e8-a684-a720315dbd31,chuong-2,0.44,bo-nho,Lựa chọn nào dưới đây chỉ ra thứ tự tăng tốc độ trao đổi dữ liệu của các loại bộ nhớ?
4b4b1f2e-c767-4cb9-a855-b02bc8500fd7,chuong-3,0.57,he-dieu-hanh,Đâu KHÔNG phải là một hệ điều hành?
4df93710-64c6-4c2e-951d-d01498953be6,chuong-2,0.42,bo-nho,"Trong các nhóm thiết bị dưới đây, nhóm nào chỉ chứa các thiết bị thuộc bộ nhớ ngoài?"
3b3f0a5e-dabb-43f7-9fac-6f2beb0db014,chuong-2,0.53,so-nguyen,Cách biểu diễn số âm trong máy tính là?
04551920-1df6-4025-85b5-267bbe434706,chuong-2,0.54,bo-nho,Chỉ ra lựa chọn tương ứng với thành phần thuộc bộ nhớ ngoài?
96c1933e-7c41-45f2-8fd9-2f7addbcb529,chuong-2,0.61,bo-nho,Lựa chọn nào sau đây chỉ chứa các thành phần là bộ nhớ trong?
e1b774ab-b67e-448f-a82b-887f96d86242,chuong-2,0.64,so-thuc,"Cho biểu diễn dưới dạng IEEE 754/85 của số thực -53,125 là:"
bf601663-934f-40fd-bfb1-708549a29be2,chuong-3,0.85,he-dieu-hanh,"Trong hệ điều hành Windows, phím tắt dùng để xóa file là?"
a463cb52-f5e0-490c-b030-19754f4a24e6,chuong-2,0.41,bo-nho,Chức năng chính của RAM?
eb96e85c-54c2-4233-a3cc-8b48d9f8cb3f,chuong-2,0.57,bo-nho,Bộ nhớ đệm nhanh Cache dùng để làm gì?
8ee5cdb5-9711-4404-8d85-8104ef7f7f3a,chuong-3,0.70,excel,Phát biểu nào dưới đây sai về phần mềm bảng tính Excel?
b61086f3-707c-4e8c-945a-ed083728db10,chuong-2,0.45,bo-nho,Phát biểu nào sau đây đúng về Bộ nhớ chính?
a554e082-dffe-4833-b3b4-581b92dae348,chuong-3,0.67,cong-thuc-ham,"Trong phần mềm Excel, hàm AVERAGE là hàm dùng để tìm?"
8d9a33f7-e621-4548-96f4-1dbee108a6bd,chuong-2,0.45,bo-xu-li,Phát biểu nào sau đây là đúng về CPU?
c70b2cf7-d0b7-4dfc-9cba-b2ed17c1ea6a,chuong-2,0.38,bo-xu-li,Chức năng chính của tập thanh ghi là?
84969a7d-68cb-4ad9-a2f3-f4e184f79aee,chuong-3,0.42,he-dieu-hanh,"Trong hệ điều hành Windows, tổ hợp phím nào có thể đóng một ứng dụng bất kỳ?"
e87a31e1-f8d7-43e8-bd4f-5f853d714864,chuong-2,0.70,bo-xu-li,Phát biểu nào sau đây là sai về CPU?
5fdfe3c8-0fc0-45c9-ac2c-d3f62e788099,chuong-2,0.71,bo-xu-li,Các thành phần của CPU gồm?
827b4cd5-b842-49b5-a372-6a36100a4e9f,chuong-2,0.50,he-thong-may-tinh,"Các thao tác xử lí máy tính gồm (1) Nhận lệnh, (2) Nhận dữ liệu nếu cần,
(3) Giải mã lệnh, (4) Thực hiện lệnh. Trình tự thực hiện hợp lí là?"
d1afee3d-30ad-4c64-b3b0-6937e5d17f50,chuong-2,0.60,he-thong-may-tinh,Các thành phần cơ bản của một hệ thống máy tính gồm có
eaf60cba-8e3b-48e1-874e-aef938494d78,chuong-2,0.65,he-thong-may-tinh,Chức năng quan trọng nhất của máy tính là gì?
fb7cca58-79ef-483b-9bdd-77131cadf7d2,chuong-2,0.63,bo-xu-li,CPU lưu mã lệnh đang thực hiện ở đâu?
721ccbb5-2ff0-4944-b4e0-12f931a95879,chuong-2,0.58,bieu-dien-ki-tu,Một hệ thống mã sử dụng 2 byte để mã hóa các kí tự. Số lượng các kí tự có thể biểu diễn là:
383f0ab4-a63e-4610-a362-0d9a88659ae4,chuong-2,0.44,bieu-dien-ki-tu,Muốn mã hóa một bảng mã gồm 100 kí tự phải sử dụng tối thiểu bao nhiêu bit nhị phân cho mỗi từ?
5bc20cef-7b77-497d-8570-5cb1fda03678,chuong-2,0.74,bieu-dien-ki-tu,Phát biểu nào sau đây đúng về bộ mã ASCII?
5e2f2fd0-4f6a-49c8-ab6b-2e8744d40c7b,chuong-2,0.58,bieu-dien-ki-tu,Chọn câu đúng nhất trong các câu sau
bdfdee14-6a6e-4332-a92c-0792af05bf91,chuong-2,0.71,he-dem-co-so-r,Số thập phân 127.625 trong hệ bát phân được biểu diễn là?
773a9356-ec60-47ef-a785-8caa928ca473,chuong-2,0.66,so-thuc,"Trong chuẩn IEEE 754/85, NaN là một giá trị đặc biệt không biểu diễn cho một số. Phát biểu nào sau đây đúng về giá trị NaN?"
4177a1b9-9b5c-45a1-8d54-93b75eff6379,chuong-2,0.27,so-thuc,"Xác định giá trị thập phân của số thực X có dạng biểu diễn theo chuẩn IEEE 754 với 32 bit như sau:
0011 1111 1000 0000 0000 0000 0000"
b72ca8ca-d0c4-4408-b73a-39403d21bcae,chuong-2,0.45,so-thuc,Trong chuẩn IEEE 754/85 thuật ngữ độ chính xác kép đề cập tới?
466642cc-02f1-4e40-ac46-2d800e9d383d,chuong-2,0.25,so-thuc,Cho biểu diễn dưới dạng IEEE 754/85 như sau: 42 22 80 00 H. Giá trị thập phân của nó là?
97bd8ed5-ea25-478e-bf84-8bb6ce9757c1,chuong-2,0.38,he-dem-co-so-r,Số nhị phân 11110001.1101 có biểu diễn trong hệ cơ số 8 là?
c0c9a682-335a-4dec-b1b4-662a6d44b768,chuong-2,0.75,bo-xu-li,Kết quả của biểu thức 10010110 OR 01101001 là bao nhiêu?
d16bcf3b-f979-4f62-b950-1e45f3ed67f0,chuong-2,0.93,he-dem-co-so-r,Hãy chọn biểu diễn đúng của số 67 ở hệ thập phân trong các hệ thống tương ứng sau?
a266ae07-e69b-43c1-ab14-b9c16440f052,chuong-2,0.51,he-dem-co-so-r,Đẳng thức 141 –67 = 52 đúng trong hệ cơ số nào?
f1360313-4d8b-44a4-b8bf-39a4067b12f2,chuong-2,0.61,he-dem-co-so-r,Một số nguyên biểu diễn ở hệ 16 là 1AC hỏi giá trị ở hệ 10 là bao nhiêu?
63e73bf2-6581-43f4-a304-65a0ec099cb7,chuong-2,0.67,he-dem-co-so-r,Số nhị phân 1100110.101 trong hệ thập phân có giá trị bằng bao nhiêu?
259ae7fe-1787-44d9-9553-c382b01db3fe,chuong-2,0.20,so-nguyen,"Cho hai giá trị A = -43, B = -95 được biểu diễn dưới dạng số nguyên có dấu 8 bit trong máy tính. Kết quả của phép toán A+B mà máy tính thực hiện được bao nhiêu?"
7b9288b9-ed43-49f2-a3bb-03e27ef1fff7,chuong-2,0.37,so-nguyen,"Cho hai giá trị A = +95, B=-43 được biểu diễn dưới dạng số nguyên có dấu 8 bit trong máy tính. Kết quả của  phép toán A-B mà máy tính thực hiện được bao nhiêu?"
a421e3ee-f53f-4b1a-828e-aa6aea109baf,chuong-2,0.53,so-nguyen,"Cho hai giá trị A=195, B= 143 biểu diễn dưới dạng số nguyên không dấu 8 bit trong máy tính. Kết quả của phép toán A+B là bao nhiêu?"
41c9e317-fbb5-4c45-90f9-86115b06d97c,chuong-2,0.53,he-dem-co-so-r,Đẳng thức 131 - 45 =53 đúng trong hệ cơ số nào?
e169ff54-eedd-42a3-800c-e7dca9f6ae4f,chuong-2,0.45,he-dem-co-so-r,Số 5678 có thể biểu diễn một giá trị trong hệ đếm cơ số nào?
f5aa2ae2-758b-4f7a-beb2-95efaf54774b,chuong-2,0.60,so-nguyen,"Khi thực hiện trừ hai số nguyên có dấu trong máy tính, trường hợp nào cần phải kiểm tra hiện tượng tràn số học?"
5bcc1e29-c583-4078-975e-04733d900ebd,chuong-2,0.29,he-thong-vao-ra,Trong các thiết bị sau thiết bị nào là thiết bị vào?
4e7e04fe-9540-442e-9219-5b19cb8a4601,chuong-2,0.50,so-nguyen,"Khi cộng hai số nguyên có dấu trong máy tính, trường hợp nào chắc chắn không tràn?"
ed2ab5e5-9c10-49aa-9372-6a94eec0f3f7,chuong-2,0.49,so-nguyen,Tìm câu trả lời thích hợp nhất cho câu hỏi: trong máy tính chúng ta biểu diễn số nguyên có dấu bằng mã bù 2 bởi vì ưu điểm của phương pháp này là?
257e6d1f-f73c-486e-a82c-175fc0b33f01,chuong-2,0.45,so-nguyen,"Cho 4 số nguyên 16 bit có dấu mã Hexa là 5931, AC43, B571, E755. Số lớn nhất là?"
448a4d3d-f085-4c33-b9dc-6603654530f7,chuong-2,0.46,so-nguyen,Một số nguyên có dấu được biểu diễn dưới dạng số nhị phân 8 bit là 11010101. Giá trị của số đó trong hệ thập phân là?
9a682c63-88ba-4cd2-95c6-5a1ecaeb6176,chuong-2,0.49,so-nguyen,"Cho các số nguyên không dấu: X=6A(16), Y= 153(8), Z=105(10). Thứ tự sắp xếp giảm dần là"
250e29ed-18e0-4fed-b662-625eb1c0a3f2,chuong-2,0.46,bo-xu-li,Nhận lệnh của chương trình từ bộ nhớ trong đưa vào CPU là nhiệm vụ của khối nào
2ee2fc4e-39f0-48d4-b380-a9908aac2acc,chuong-2,0.60,bieu-dien-ki-tu,"Trong các biểu thức so sánh dưới đây, biểu thức nào đúng, biết bảng mã được sử dụng là bảng mã ASCII"
ac059490-7ba0-4076-bbda-c0c10900e128,chuong-2,0.59,he-dem-co-so-r,Số nhị phân 1101.11 trong hệ thập phân có giá trị bằng bao nhiêu?
885df2e5-eaa6-43f8-a5bb-8d9d28b8589c,chuong-2,0.55,so-nguyen,Cho biết kết quả của biểu thức khi biểu thức khi biểu diễn ở dạng số nguyên có dấu 8 bit của NOT 10610?
01bf5ac1-d0d3-43b8-9e9c-32bc67e0d60f,chuong-2,0.48,so-nguyen,Sử dụng 8 bit nhị phân để biểu diễn số nguyên có dấu. Hỏi giá trị số nguyên lớn nhất có thể là bao nhiêu?
2c4af775-ee26-4dfd-b4bf-e9fcf3a95144,chuong-2,0.50,so-nguyen,Sử dụng 8 bit nhị phân để biểu diễn số nguyên không dấu. Hỏi giá trị số nguyên lớn nhất có thể là bao nhiêu?
3ee160b3-1dd8-43c6-b6a3-45a4bcb377bb,chuong-2,0.75,don-vi-thong-tin,"Trong các giá trị thể hiện kích thước file như sau, giá trị nào nhỏ nhất?"
00da7521-7647-4e8f-8617-148399364515,chuong-2,0.40,don-vi-thong-tin,"Trong các giá trị thể hiện kích thước file như sau, giá trị nào lớn nhất?"
e0702b8b-d2f9-4728-8293-60bbccd5f8d0,chuong-2,0.72,don-vi-thong-tin,Một Gigabyte bằng?
280eb986-7a7d-44f9-8bfe-1ef3736711cb,chuong-2,0.49,don-vi-thong-tin,Bit là gì?
67e5df4d-6f17-4af1-8131-c608646c4283,chuong-2,0.76,don-vi-thong-tin,Cần bao nhiêu khối nhớ 8KB để có được dung lượng 1MB
0ade7a16-bfde-4676-ad9f-cbfa0dc65fd5,chuong-2,0.46,he-dem-co-so-r,Một số nhị phân 36 bit nếu biểu diễn trong hệ cơ số 16 sẽ có tối đa là bao nhiêu chữ số?
a5c7604b-3298-4f8c-96f4-2182690da645,chuong-2,0.67,he-dem-co-so-r,Một số nhị phân 32 bit nếu biểu diễn trong hệ cơ số 8 sẽ có tối đa là bao nhiêu chữ số?
8c2ac09e-de3f-4019-a346-2adfe9b54798,chuong-2,0.69,he-dem-co-so-r,Số thập phân 127.625 trong hệ thập lục phân được biểu diễn là?
f4c95a51-79d1-44e8-a202-80c1bac34403,chuong-2,0.21,bo-xu-li,Thành phần nào trong CPU đảm nhận việc thực hiện các phép xử lí dữ liệu?
feb3eed9-f48c-42ea-b1bc-6a699e80bc6a,chuong-2,0.35,so-nguyen,Số nguyên -47 được biểu diễn dưới dạng số nhị phân 8 bit là?
8c41f795-871e-46ad-9322-5b7700bbdc7e,chuong-2,0.34,bieu-dien-ki-tu,Bảng mã kí tự Unicode là gì?
347f4e2a-ad1a-4d82-b94b-fce17d0f52d4,chuong-2,0.79,he-dem-co-so-r,"Để biểu diễn cùng một giá trị, trong các hệ đếm sau, hệ đếm nào sử dụng nhiều chữ số nhất?"
8170dba6-add2-4bce-a03c-afc04cf2f748,chuong-2,0.57,he-dem-co-so-r,Số thập phân 19.75 trong hệ nhị phân được biểu diễn là?
6ddc67a4-b1f0-409d-8fcd-9189e6594881,chuong-3,0.43,cong-thuc-ham,"Trong Microsoft Excel, chọn kết quả đúng nhất: =LEFT(“Thanh pho Da Nang”, 7) sẽ trả về:"
1681a7a9-f3ec-4124-a8f2-3a2b07186e1e,chuong-3,0.50,he-dieu-hanh,Làm cách nào để xem thuộc tính của một thư mục?
bf03eb46-9a76-4234-a6fa-aef30d1825a6,chuong-3,0.82,office,"Trong Microsoft Word (2013, 2016, 2019), muốn tạo liên kết trong văn bản ta chọn chức năng nào?"
e7899ec5-4974-4921-ad3f-a52e422c7aef,chuong-2,0.61,he-dem-co-so-r,Số thập lục phân A74 có biểu diễn trong hệ cơ số 8 là?
411066fb-505e-4721-af1c-980a20e59482,chuong-2,0.67,he-dem-co-so-r,Số bát phân 765 có biểu diễn trong hệ đếm cơ số 16 là?
4f28fc32-d769-4311-acfc-30cbdf9cd7ab,chuong-2,0.66,he-dem-co-so-r,Số nhị phân 110011.01 có biểu diễn trong hệ đếm cơ số 16 là?
6ebdeac8-9b69-4a7a-8c29-15de859de2d9,chuong-2,0.44,bieu-dien-ki-tu,Phát biểu nào sau đây SAI về bộ mã ASCII?
2766aad8-afc0-41f1-8115-c7e0674cc946,chuong-2,0.56,he-dem-co-so-r,Số nhị phân 11001.01001 có biểu diễn trong hệ cơ số 8 là?
39422fe4-5874-4af2-98cd-c9a3cfbd9a6d,chuong-2,0.47,so-thuc,Theo chuẩn IEEE 754/85 với cách biểu diễn số thực độ chính xác kép dùng 64 bit thì số bit dùng để biểu diễn phần mã lệch (e) sẽ là:
ba3e1b80-757b-4526-b91b-3e71fdb70ea2,chuong-2,0.47,so-thuc,Theo chuẩn IEEE 754/85 với cách biểu diễn số thực độ chính xác đơn dùng 32 bit thì số bit dùng để biểu diễn phần mã lệch (e) sẽ là:
a896384d-80fd-42c0-93b2-40d1bf7666d7,chuong-2,0.78,he-dem-co-so-r,Một số nguyên biểu diễn ở hệ 8 là 465 hỏi giá trị ở hệ 10 là bao nhiêu?
9b1ef299-9b01-4cf9-8e31-0904a44fa6b5,chuong-2,0.92,he-dem-co-so-r,Số thập lục phân FC2 có biểu diễn trong hệ cơ số 8 là?
1de144f0-43a2-41d5-b771-6acae0f790f0,chuong-2,0.62,he-dem-co-so-r,Số nhị phân 11110001.1101 có biểu diễn trong hệ cơ số 16 là?
ebbd60cd-8ce0-404c-8d54-a62e3ff1e037,chuong-2,0.62,so-nguyen,"Xét n=4bit, A=0110 thì số bù 2 của A là"
2b3633d1-407f-4170-a1d7-d1458d09196a,chuong-2,0.70,so-nguyen,Xác định giá trị của số nguyên có dấu 8 bit:11010010
95e2950d-1298-472c-a39d-e08e7bf32fe1,chuong-2,0.66,bo-xu-li,Kết quả của biểu thức 10010110 XOR 01101001 là bao nhiêu?
60d17ecc-7981-4b26-b442-767c893ca446,chuong-2,0.45,he-dem-co-so-r,Số nhị phân 1010101.011 trong hệ thập phân có giá trị bằng bao nhiêu?
6ede5e79-3274-4c2a-b3a5-622aa54e4f49,chuong-2,0.50,so-nguyen,"Cho hai giá trị A=+95, B=+43 được biểu diễn dưới dạng số nguyên có dấu 8 bit trong máy tính. Kết quả của  phép toán A+B mà máy tính thực hiện được
bao nhiêu?"
e58c3bb4-1e0f-4cee-8310-84e9430207fe,chuong-2,0.61,he-dem-co-so-r,Một số nguyên biểu diễn ở hệ 8 là 2031 hỏi giá trị ở hệ 10 là bao nhiêu?
159637ca-e334-4c9b-a4bc-0feb6360ae9e,chuong-2,0.53,so-nguyen,Khi thực hiện phép chia hai số nguyên có dấu trong máy tính. Sau khi chuyển số bị chia và số chia thành dương thực hiện phép chia. Trường hợp nào phải đảo lại dấu của cả thương và số dư?
71787b49-ece2-48c0-a6f1-437c34618252,chuong-2,0.74,bo-xu-li,Kết quả của biểu thức 10010110 AND 01101001 là bao nhiêu?
d03f6c9e-da6d-4fdb-8dd8-b9bb242a053b,chuong-2,0.79,he-dem-co-so-r,Tính giá trị biểu thức sau trong hệ nhị phân 100011 / 101=?
15694eef-3de7-46de-a486-e3bcaa98d252,chuong-2,0.55,don-vi-thong-tin,BIT là viết tắt của cụm từ nào?
f1061096-3233-4b60-a995-cf881ff00e88,chuong-2,0.42,so-nguyen,Phát biểu nào sau đây là đúng khi thực hiện phép nhân 2 số nguyên có dấu trong máy tính?
c13db087-4500-4afd-b99c-f9e7a8ec2db1,chuong-2,0.84,so-nguyen,Với n=8bit thì giải giá trị nằm tron khoảng nào
3527a9d0-4f68-4220-8e7f-5981330cb08b,chuong-2,0.71,so-nguyen,Dùng 11 bit để biểu diễn số nguyên có dấu thì dải biểu diễn sẽ là:
1cde133e-fc75-4e33-bd9b-d5a4a416f0a0,chuong-2,0.85,bo-xu-li,CPU bao gồm
bf179344-4ff6-413b-94d1-c85c5c3cadf0,chuong-2,0.59,bo-xu-li,"Giải mã các lệnh, tạo ra các tín hiệu điều khiển công việc là nhiệm vụ cảu khối nào"
eb0b701d-5a51-465d-8b7b-7fb9fe7c8b50,chuong-2,0.32,bo-nho,Bộ nhớ chính được làm bởi
056e2c8f-c6cd-447c-8394-7f8c4e15decf,chuong-2,0.49,bo-nho,Bộ nhớ Cache sử dụng
0a09b85b-dcc8-48e6-be9d-d5d4099621f4,chuong-2,0.55,bo-nho,Thông tin trong ROM có bị mất đi khi máy tính ngừng hoạt động hay không 
5bacd4c7-0234-499d-88d4-c1533b9daa0b,chuong-2,0.60,bo-nho,Thông tin trong RAM có bị mất đi khi máy tính ngừng hoạt động hay không 
40b4094e-321e-4d7c-a0d0-894d29d467c8,chuong-2,0.67,he-thong-may-tinh,Các chức năng của hệ thống máy tính
4de947ea-dff7-4cdd-bb33-db6992c27e78,chuong-2,0.46,so-nguyen,Với n=16bit thì dải giá trị dương nằm trong khoảng nào
16e9cf5a-6aae-4b3c-87ae-4fdadb69f2c4,chuong-2,0.42,he-dem-co-so-r,"Để biểu diễn cùng một giá trị, trong các hệ đếm sau, hệ đếm nào sử dụng ít chữ số nhất?"
a3017571-7cb1-4bb7-b5e4-a70574cfc20c,chuong-2,0.47,bieu-dien-ki-tu,Bộ mã ASCII dùng các loại kí tự
b50d8dc6-a158-4701-bb9f-6f6bed0c5f4c,chuong-2,0.67,bieu-dien-ki-tu,Bộ mã Unicode dùng bao nhiêu bit để mã hoá cho 1 kí tự
7e83e62a-785c-44bc-a1bc-8aacab13b026,chuong-2,0.70,bo-nho,Bộ nhớ ngoài có
47c4f163-14fe-428f-8b47-96526136ca04,chuong-2,0.52,bieu-dien-ki-tu,Nguyên tắc chung của biểu diễn kí tự
7295ace0-abfa-459f-b0cd-65fd185dd58d,chuong-2,0.61,bieu-dien-ki-tu,Bộ mã ASCII dùng bao nhiêu bit để mã hoá cho 1 kí tự
1bc53afe-081f-4d69-8a43-9670b2e033ca,chuong-2,0.46,so-thuc,Biểu diễn số thực -27.0625 về dạng số dấu chấm động theo chuẩn IEE 754 dạng 32 bit
52b6f134-f825-4fce-901f-ba30eb59112d,chuong-2,0.63,bo-xu-li,Tăng tốc độ trao đổi thông tin trong máy tính là chức năng của khối nào?
9df51d24-4ee0-4317-a11c-45f9b4cae3d4,chuong-2,0.52,so-thuc,Xác định giá trị thập phân của số thực X được biểu diễn dưới dạng nhị phân theo chuẩn IEEE 754 dạng 32 bit như sau:0011 1111 1000 0000 0000 0000 0000 0000
92e54122-fa5a-4c08-b65f-c7213d116155,chuong-2,0.74,so-thuc,Biểu diễn số thực 0.75 về dạng số dấu chấm động theo chuẩn IEE 754 dạng 32 bit
9d9e4d9f-9c40-47b9-9f18-a0720eec6199,chuong-2,0.61,so-thuc,Biểu diễn số thực 9.6875 về dạng số dấu chấm động theo chuẩn IEE 754 dạng 32 bit
ca0cc53f-dd37-4ed3-a348-5b2270fba4a9,chuong-2,0.55,so-thuc,Chuẩn IEEE 754/85 có dạng cơ bản là
8647e6ee-7761-442e-93c5-e8c9929bb8f7,chuong-2,0.46,so-thuc,Số thực biểu diễn gồm 3 phần là
8223f3a4-fa98-4c20-97d8-a840ad50ea08,chuong-2,0.70,so-thuc,Xác định giá trị thập phân của số thực X được biểu diễn dưới dạng nhị phân theo chuẩn IEEE 754 dạng 32 bit như sau:1100 0001 0101 0110 0000 0000 0000 0000
51c9fe77-49e5-4db4-a641-bb515f3e9034,chuong-2,0.83,so-nguyen,"Xét n=4bit, A=0110 thì số bù 1 của A là"
b54e316c-4641-4c3f-8bbe-643065dcf153,chuong-2,0.56,so-thuc,Để biểu diễn số thực trong máy tính ta dùng
b2056962-d268-47cb-b781-5afde51ce2ae,chuong-2,0.51,so-nguyen,Với n=16bit thì dải giá trị nằm trong khoảng nào
a2640219-3ca7-4fb5-9e4e-0adf48880d07,chuong-2,0.39,so-nguyen,Với n=8bit thì dải giá trị dương nằm trong khoảng nào
5b10b897-0ad7-436c-8cbf-f4f8a67234d4,chuong-2,0.67,he-dem-co-so-r,Các hệ thống số khác nhau sẽ khác nhau ở?
10a7e3c5-b993-4afc-bff8-c64e78d147ec,chuong-2,0.37,he-thong-may-tinh,Hệ thống máy tính gồm mấy phần
eff4c4a5-5c47-4cb1-a0cc-c33ecccdc76f,chuong-2,0.67,he-dem-co-so-r,Số thập phân 127.625 trong hệ nhị phân được biểu diễn là?
b9dcf8ed-ab64-4ac8-99ca-d79bdd2cfcc0,chuong-2,0.39,he-dem-co-so-r,Hệ đếm cơ sở b (b>=2 và nguyên dương) sử dụng bao nhiêu chữ số?
9ee22d37-399e-4186-b902-40244d33f959,chuong-2,0.64,he-dem-co-so-r,Một số nguyên biểu diễn ở hệ 16 là 3F5 hỏi giá trị ở hệ 10 là bao nhiêu?
20f60527-65f0-4cdc-9f4a-7e1da407d6e0,chuong-2,0.62,he-dem-co-so-r,Tại sao lại sử dụng hệ đếm Hexa trong tin học?
080bcbdb-032b-42b4-99c6-317c1c4e0898,chuong-2,0.74,he-dem-co-so-r,Thực hiện phép tính sau rồi đổi kết quả ra hệ thập phân:110101101 or 011010101
caab43b1-f3be-42c6-9958-c4b4e2e303a5,chuong-2,0.44,he-dem-co-so-r,Thực hiện phép tính sau rồi đổi kết quả ra hệ thập phân:110101101 and 011010101
14775827-8458-41c4-aa43-b104ddeca329,chuong-2,1.00,he-dem-co-so-r,Thực hiện phép tính sau rồi đổi kết quả ra hệ thập phân:11011011 - 1011011
dd65b784-7511-45a1-aa7e-415d2393d268,chuong-2,0.62,he-dem-co-so-r,Thực hiện phép tính sau rồi đổi kết quả ra hệ thập phân:1011110 + 1111111
d18c57eb-2f28-4334-8239-4a80afe58d3a,chuong-2,0.67,he-dem-co-so-r,Thực hiện phép tính sau rồi đổi kết quả ra hệ thập phân:1101101 + 1001011
41d6911d-ab5f-444b-bf41-4af253c638c3,chuong-2,0.84,he-dem-co-so-r,1 kilobyte bằng bao nhiêu byte
f54ed570-cab9-48cb-8cae-98dc11efa5a8,chuong-2,0.64,don-vi-thong-tin,Đơn vị nhỏ nhất biểu diễn thông tin là
3e963277-242a-4432-9a84-10119e08fc53,chuong-2,0.71,don-vi-thong-tin,"Mảng,tập hợp, xâu, bản ghi thuộc dạng dữ liệu nào sau đây"
d6fb1223-c441-471f-9dc6-0d8d44bcf15e,chuong-2,0.69,nguyen-tac-chung-bieu-dien-du-lieu,"Số nguyên, số thực, kí tự thuôc kiểu dữ liệu nào sau đây"
73e0a44f-fdcd-4923-95c0-1147851b0324,chuong-2,0.53,nguyen-tac-chung-bieu-dien-du-lieu,Dữ liệu được chia làm 2 loại là
